"icd_10_pcs","valid_flag","short_description","long_description"
"0VPM4CZ",1,"Remove Extralum Dev from Epididymis/Sperm Cord, Perc Endo","Removal of Extraluminal Device from Epididymis and Spermatic Cord, Percutaneous Endoscopic Approach"
"0VPM4JZ",1,"Remove Synth Sub from Epididymis/Sperm Cord, Perc Endo","Removal of Synthetic Substitute from Epididymis and Spermatic Cord, Percutaneous Endoscopic Approach"
"0VPM4KZ",1,"Remove Nonaut Sub from Epididymis/Sperm Cord, Perc Endo","Removal of Nonautologous Tissue Substitute from Epididymis and Spermatic Cord, Percutaneous Endoscopic Approach"
"0VPM4YZ",1,"Remove Oth Dev from Epididymis/Sperm Cord, Perc Endo","Removal of Other Device from Epididymis and Spermatic Cord, Percutaneous Endoscopic Approach"
"0VPM70Z",1,"Removal of Drain Dev from Epididymis/Sperm Cord, Via Opening","Removal of Drainage Device from Epididymis and Spermatic Cord, Via Natural or Artificial Opening"
"0VPM73Z",1,"Remove Infusion Dev from Epididymis/Sperm Cord, Via Opening","Removal of Infusion Device from Epididymis and Spermatic Cord, Via Natural or Artificial Opening"
"0VPM77Z",1,"Removal of Autol Sub from Epididymis/Sperm Cord, Via Opening","Removal of Autologous Tissue Substitute from Epididymis and Spermatic Cord, Via Natural or Artificial Opening"
"0VPM7CZ",1,"Remove Extralum Dev from Epididymis/Sperm Cord, Via Opening","Removal of Extraluminal Device from Epididymis and Spermatic Cord, Via Natural or Artificial Opening"
"0VPM7JZ",1,"Removal of Synth Sub from Epididymis/Sperm Cord, Via Opening","Removal of Synthetic Substitute from Epididymis and Spermatic Cord, Via Natural or Artificial Opening"
"0VPM7KZ",1,"Remove of Nonaut Sub from Epididymis/Sperm Cord, Via Opening","Removal of Nonautologous Tissue Substitute from Epididymis and Spermatic Cord, Via Natural or Artificial Opening"
"0VPM7YZ",1,"Removal of Oth Dev from Epididymis/Sperm Cord, Via Opening","Removal of Other Device from Epididymis and Spermatic Cord, Via Natural or Artificial Opening"
"0VPM80Z",1,"Removal of Drainage Device from Epididymis/Sperm Cord, Endo","Removal of Drainage Device from Epididymis and Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
"0VPM83Z",1,"Removal of Infusion Device from Epididymis/Sperm Cord, Endo","Removal of Infusion Device from Epididymis and Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
"0VPM87Z",1,"Removal of Autol Sub from Epididymis/Sperm Cord, Endo","Removal of Autologous Tissue Substitute from Epididymis and Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
"0VPM8CZ",1,"Removal of Extralum Dev from Epididymis/Sperm Cord, Endo","Removal of Extraluminal Device from Epididymis and Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
"0VPM8JZ",1,"Removal of Synth Sub from Epididymis/Sperm Cord, Endo","Removal of Synthetic Substitute from Epididymis and Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
"0VPM8KZ",1,"Removal of Nonaut Sub from Epididymis/Sperm Cord, Endo","Removal of Nonautologous Tissue Substitute from Epididymis and Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
"0VPM8YZ",1,"Removal of Other Device from Epididymis/Sperm Cord, Endo","Removal of Other Device from Epididymis and Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
"0VPMX0Z",1,"Remove Drain Dev from Epididymis/Sperm Cord, Extern","Removal of Drainage Device from Epididymis and Spermatic Cord, External Approach"
"0VPMX3Z",1,"Remove Infusion Dev from Epididymis/Sperm Cord, Extern","Removal of Infusion Device from Epididymis and Spermatic Cord, External Approach"
"0VPR00Z",1,"Removal of Drainage Device from Vas Deferens, Open Approach","Removal of Drainage Device from Vas Deferens, Open Approach"
"0VPR03Z",1,"Removal of Infusion Device from Vas Deferens, Open Approach","Removal of Infusion Device from Vas Deferens, Open Approach"
"0VPR07Z",1,"Removal of Autol Sub from Vas Deferens, Open Approach","Removal of Autologous Tissue Substitute from Vas Deferens, Open Approach"
"0VPR0CZ",1,"Removal of Extralum Dev from Vas Deferens, Open Approach","Removal of Extraluminal Device from Vas Deferens, Open Approach"
"0VPR0DZ",1,"Removal of Intralum Dev from Vas Deferens, Open Approach","Removal of Intraluminal Device from Vas Deferens, Open Approach"
"0VPR0JZ",1,"Removal of Synth Sub from Vas Deferens, Open Approach","Removal of Synthetic Substitute from Vas Deferens, Open Approach"
"0VPR0KZ",1,"Removal of Nonaut Sub from Vas Deferens, Open Approach","Removal of Nonautologous Tissue Substitute from Vas Deferens, Open Approach"
"0VPR0YZ",1,"Removal of Other Device from Vas Deferens, Open Approach","Removal of Other Device from Vas Deferens, Open Approach"
"0VPR30Z",1,"Removal of Drainage Device from Vas Deferens, Perc Approach","Removal of Drainage Device from Vas Deferens, Percutaneous Approach"
"0VPR33Z",1,"Removal of Infusion Device from Vas Deferens, Perc Approach","Removal of Infusion Device from Vas Deferens, Percutaneous Approach"
"0VPR37Z",1,"Removal of Autol Sub from Vas Deferens, Perc Approach","Removal of Autologous Tissue Substitute from Vas Deferens, Percutaneous Approach"
"0VPR3CZ",1,"Removal of Extralum Dev from Vas Deferens, Perc Approach","Removal of Extraluminal Device from Vas Deferens, Percutaneous Approach"
"0VPR3DZ",1,"Removal of Intralum Dev from Vas Deferens, Perc Approach","Removal of Intraluminal Device from Vas Deferens, Percutaneous Approach"
"0VPR3JZ",1,"Removal of Synth Sub from Vas Deferens, Perc Approach","Removal of Synthetic Substitute from Vas Deferens, Percutaneous Approach"
"0VPR3KZ",1,"Removal of Nonaut Sub from Vas Deferens, Perc Approach","Removal of Nonautologous Tissue Substitute from Vas Deferens, Percutaneous Approach"
"0VPR3YZ",1,"Removal of Other Device from Vas Deferens, Perc Approach","Removal of Other Device from Vas Deferens, Percutaneous Approach"
"0VPR40Z",1,"Removal of Drain Dev from Vas Deferens, Perc Endo Approach","Removal of Drainage Device from Vas Deferens, Percutaneous Endoscopic Approach"
"0VPR43Z",1,"Remove of Infusion Dev from Vas Deferens, Perc Endo Approach","Removal of Infusion Device from Vas Deferens, Percutaneous Endoscopic Approach"
"0VPR47Z",1,"Removal of Autol Sub from Vas Deferens, Perc Endo Approach","Removal of Autologous Tissue Substitute from Vas Deferens, Percutaneous Endoscopic Approach"
"0VPR4CZ",1,"Remove of Extralum Dev from Vas Deferens, Perc Endo Approach","Removal of Extraluminal Device from Vas Deferens, Percutaneous Endoscopic Approach"
"0VPR4DZ",1,"Remove of Intralum Dev from Vas Deferens, Perc Endo Approach","Removal of Intraluminal Device from Vas Deferens, Percutaneous Endoscopic Approach"
"0VPR4JZ",1,"Removal of Synth Sub from Vas Deferens, Perc Endo Approach","Removal of Synthetic Substitute from Vas Deferens, Percutaneous Endoscopic Approach"
"0VPR4KZ",1,"Removal of Nonaut Sub from Vas Deferens, Perc Endo Approach","Removal of Nonautologous Tissue Substitute from Vas Deferens, Percutaneous Endoscopic Approach"
"0VPR4YZ",1,"Removal of Oth Dev from Vas Deferens, Perc Endo Approach","Removal of Other Device from Vas Deferens, Percutaneous Endoscopic Approach"
"0VPR70Z",1,"Removal of Drainage Device from Vas Deferens, Via Opening","Removal of Drainage Device from Vas Deferens, Via Natural or Artificial Opening"
"0VPR73Z",1,"Removal of Infusion Device from Vas Deferens, Via Opening","Removal of Infusion Device from Vas Deferens, Via Natural or Artificial Opening"
"0VPR77Z",1,"Removal of Autol Sub from Vas Deferens, Via Opening","Removal of Autologous Tissue Substitute from Vas Deferens, Via Natural or Artificial Opening"
"0VPR7CZ",1,"Removal of Extralum Dev from Vas Deferens, Via Opening","Removal of Extraluminal Device from Vas Deferens, Via Natural or Artificial Opening"
"0VPR7DZ",1,"Removal of Intralum Dev from Vas Deferens, Via Opening","Removal of Intraluminal Device from Vas Deferens, Via Natural or Artificial Opening"
"0VPR7JZ",1,"Removal of Synth Sub from Vas Deferens, Via Opening","Removal of Synthetic Substitute from Vas Deferens, Via Natural or Artificial Opening"
"0VPR7KZ",1,"Removal of Nonaut Sub from Vas Deferens, Via Opening","Removal of Nonautologous Tissue Substitute from Vas Deferens, Via Natural or Artificial Opening"
"0VPR7YZ",1,"Removal of Other Device from Vas Deferens, Via Opening","Removal of Other Device from Vas Deferens, Via Natural or Artificial Opening"
"0VPR80Z",1,"Removal of Drainage Device from Vas Deferens, Endo","Removal of Drainage Device from Vas Deferens, Via Natural or Artificial Opening Endoscopic"
"0VPR83Z",1,"Removal of Infusion Device from Vas Deferens, Endo","Removal of Infusion Device from Vas Deferens, Via Natural or Artificial Opening Endoscopic"
"0VPR87Z",1,"Removal of Autol Sub from Vas Deferens, Endo","Removal of Autologous Tissue Substitute from Vas Deferens, Via Natural or Artificial Opening Endoscopic"
"0VPR8CZ",1,"Removal of Extraluminal Device from Vas Deferens, Endo","Removal of Extraluminal Device from Vas Deferens, Via Natural or Artificial Opening Endoscopic"
"0VPR8DZ",1,"Removal of Intraluminal Device from Vas Deferens, Endo","Removal of Intraluminal Device from Vas Deferens, Via Natural or Artificial Opening Endoscopic"
"0VPR8JZ",1,"Removal of Synthetic Substitute from Vas Deferens, Endo","Removal of Synthetic Substitute from Vas Deferens, Via Natural or Artificial Opening Endoscopic"
"0VPR8KZ",1,"Removal of Nonaut Sub from Vas Deferens, Endo","Removal of Nonautologous Tissue Substitute from Vas Deferens, Via Natural or Artificial Opening Endoscopic"
"0VPR8YZ",1,"Removal of Other Device from Vas Deferens, Endo","Removal of Other Device from Vas Deferens, Via Natural or Artificial Opening Endoscopic"
"0VPRX0Z",1,"Removal of Drain Dev from Vas Deferens, Extern Approach","Removal of Drainage Device from Vas Deferens, External Approach"
"0VPRX3Z",1,"Removal of Infusion Dev from Vas Deferens, Extern Approach","Removal of Infusion Device from Vas Deferens, External Approach"
"0VPRXDZ",1,"Removal of Intralum Dev from Vas Deferens, Extern Approach","Removal of Intraluminal Device from Vas Deferens, External Approach"
"0VPS00Z",1,"Removal of Drainage Device from Penis, Open Approach","Removal of Drainage Device from Penis, Open Approach"
"0VPS03Z",1,"Removal of Infusion Device from Penis, Open Approach","Removal of Infusion Device from Penis, Open Approach"
"0VPS07Z",1,"Removal of Autol Sub from Penis, Open Approach","Removal of Autologous Tissue Substitute from Penis, Open Approach"
"0VPS0JZ",1,"Removal of Synthetic Substitute from Penis, Open Approach","Removal of Synthetic Substitute from Penis, Open Approach"
"0VPS0KZ",1,"Removal of Nonaut Sub from Penis, Open Approach","Removal of Nonautologous Tissue Substitute from Penis, Open Approach"
"0VPS0YZ",1,"Removal of Other Device from Penis, Open Approach","Removal of Other Device from Penis, Open Approach"
"0VPS30Z",1,"Removal of Drainage Device from Penis, Percutaneous Approach","Removal of Drainage Device from Penis, Percutaneous Approach"
"0VPS33Z",1,"Removal of Infusion Device from Penis, Percutaneous Approach","Removal of Infusion Device from Penis, Percutaneous Approach"
"0VPS37Z",1,"Removal of Autol Sub from Penis, Perc Approach","Removal of Autologous Tissue Substitute from Penis, Percutaneous Approach"
"0VPS3JZ",1,"Removal of Synthetic Substitute from Penis, Perc Approach","Removal of Synthetic Substitute from Penis, Percutaneous Approach"
"0VPS3KZ",1,"Removal of Nonaut Sub from Penis, Perc Approach","Removal of Nonautologous Tissue Substitute from Penis, Percutaneous Approach"
"0VPS3YZ",1,"Removal of Other Device from Penis, Percutaneous Approach","Removal of Other Device from Penis, Percutaneous Approach"
"0VPS40Z",1,"Removal of Drainage Device from Penis, Perc Endo Approach","Removal of Drainage Device from Penis, Percutaneous Endoscopic Approach"
"0VPS43Z",1,"Removal of Infusion Device from Penis, Perc Endo Approach","Removal of Infusion Device from Penis, Percutaneous Endoscopic Approach"
"0VPS47Z",1,"Removal of Autol Sub from Penis, Perc Endo Approach","Removal of Autologous Tissue Substitute from Penis, Percutaneous Endoscopic Approach"
"0VPS4JZ",1,"Removal of Synth Sub from Penis, Perc Endo Approach","Removal of Synthetic Substitute from Penis, Percutaneous Endoscopic Approach"
"0VPS4KZ",1,"Removal of Nonaut Sub from Penis, Perc Endo Approach","Removal of Nonautologous Tissue Substitute from Penis, Percutaneous Endoscopic Approach"
"0VPS4YZ",1,"Removal of Other Device from Penis, Perc Endo Approach","Removal of Other Device from Penis, Percutaneous Endoscopic Approach"
"0VPS70Z",1,"Removal of Drainage Device from Penis, Via Opening","Removal of Drainage Device from Penis, Via Natural or Artificial Opening"
"0VPS73Z",1,"Removal of Infusion Device from Penis, Via Opening","Removal of Infusion Device from Penis, Via Natural or Artificial Opening"
"0VPS77Z",1,"Removal of Autol Sub from Penis, Via Opening","Removal of Autologous Tissue Substitute from Penis, Via Natural or Artificial Opening"
"0VPS7JZ",1,"Removal of Synthetic Substitute from Penis, Via Opening","Removal of Synthetic Substitute from Penis, Via Natural or Artificial Opening"
"0VPS7KZ",1,"Removal of Nonaut Sub from Penis, Via Opening","Removal of Nonautologous Tissue Substitute from Penis, Via Natural or Artificial Opening"
"0VPS7YZ",1,"Removal of Other Device from Penis, Via Opening","Removal of Other Device from Penis, Via Natural or Artificial Opening"
"0VPS80Z",1,"Removal of Drainage Device from Penis, Endo","Removal of Drainage Device from Penis, Via Natural or Artificial Opening Endoscopic"
"0VPS83Z",1,"Removal of Infusion Device from Penis, Endo","Removal of Infusion Device from Penis, Via Natural or Artificial Opening Endoscopic"
"0VPS87Z",1,"Removal of Autologous Tissue Substitute from Penis, Endo","Removal of Autologous Tissue Substitute from Penis, Via Natural or Artificial Opening Endoscopic"
"0VPS8JZ",1,"Removal of Synthetic Substitute from Penis, Endo","Removal of Synthetic Substitute from Penis, Via Natural or Artificial Opening Endoscopic"
"0VPS8KZ",1,"Removal of Nonautologous Tissue Substitute from Penis, Endo","Removal of Nonautologous Tissue Substitute from Penis, Via Natural or Artificial Opening Endoscopic"
"0VPS8YZ",1,"Removal of Other Device from Penis, Endo","Removal of Other Device from Penis, Via Natural or Artificial Opening Endoscopic"
"0VPSX0Z",1,"Removal of Drainage Device from Penis, External Approach","Removal of Drainage Device from Penis, External Approach"
"0VPSX3Z",1,"Removal of Infusion Device from Penis, External Approach","Removal of Infusion Device from Penis, External Approach"
"0VQ",0,"Male Reproductive System, Repair","Male Reproductive System, Repair"
"0VQ00ZZ",1,"Repair Prostate, Open Approach","Repair Prostate, Open Approach"
"0VQ03ZZ",1,"Repair Prostate, Percutaneous Approach","Repair Prostate, Percutaneous Approach"
"0VQ04ZZ",1,"Repair Prostate, Percutaneous Endoscopic Approach","Repair Prostate, Percutaneous Endoscopic Approach"
"0VQ07ZZ",1,"Repair Prostate, Via Natural or Artificial Opening","Repair Prostate, Via Natural or Artificial Opening"
"0VQ08ZZ",1,"Repair Prostate, Endo","Repair Prostate, Via Natural or Artificial Opening Endoscopic"
"0VQ10ZZ",1,"Repair Right Seminal Vesicle, Open Approach","Repair Right Seminal Vesicle, Open Approach"
"0VQ13ZZ",1,"Repair Right Seminal Vesicle, Percutaneous Approach","Repair Right Seminal Vesicle, Percutaneous Approach"
"0VQ14ZZ",1,"Repair Right Seminal Vesicle, Perc Endo Approach","Repair Right Seminal Vesicle, Percutaneous Endoscopic Approach"
"0VQ20ZZ",1,"Repair Left Seminal Vesicle, Open Approach","Repair Left Seminal Vesicle, Open Approach"
"0VQ23ZZ",1,"Repair Left Seminal Vesicle, Percutaneous Approach","Repair Left Seminal Vesicle, Percutaneous Approach"
"0VQ24ZZ",1,"Repair Left Seminal Vesicle, Perc Endo Approach","Repair Left Seminal Vesicle, Percutaneous Endoscopic Approach"
"0VQ30ZZ",1,"Repair Bilateral Seminal Vesicles, Open Approach","Repair Bilateral Seminal Vesicles, Open Approach"
"0VQ33ZZ",1,"Repair Bilateral Seminal Vesicles, Percutaneous Approach","Repair Bilateral Seminal Vesicles, Percutaneous Approach"
"0VQ34ZZ",1,"Repair Bilateral Seminal Vesicles, Perc Endo Approach","Repair Bilateral Seminal Vesicles, Percutaneous Endoscopic Approach"
"0VQ50ZZ",1,"Repair Scrotum, Open Approach","Repair Scrotum, Open Approach"
"0VQ53ZZ",1,"Repair Scrotum, Percutaneous Approach","Repair Scrotum, Percutaneous Approach"
"0VQ54ZZ",1,"Repair Scrotum, Percutaneous Endoscopic Approach","Repair Scrotum, Percutaneous Endoscopic Approach"
"0VQ5XZZ",1,"Repair Scrotum, External Approach","Repair Scrotum, External Approach"
"0VQ60ZZ",1,"Repair Right Tunica Vaginalis, Open Approach","Repair Right Tunica Vaginalis, Open Approach"
"0VQ63ZZ",1,"Repair Right Tunica Vaginalis, Percutaneous Approach","Repair Right Tunica Vaginalis, Percutaneous Approach"
"0VQ64ZZ",1,"Repair Right Tunica Vaginalis, Perc Endo Approach","Repair Right Tunica Vaginalis, Percutaneous Endoscopic Approach"
"0VQ70ZZ",1,"Repair Left Tunica Vaginalis, Open Approach","Repair Left Tunica Vaginalis, Open Approach"
"0VQ73ZZ",1,"Repair Left Tunica Vaginalis, Percutaneous Approach","Repair Left Tunica Vaginalis, Percutaneous Approach"
"0VQ74ZZ",1,"Repair Left Tunica Vaginalis, Perc Endo Approach","Repair Left Tunica Vaginalis, Percutaneous Endoscopic Approach"
"0VQ90ZZ",1,"Repair Right Testis, Open Approach","Repair Right Testis, Open Approach"
"0VQ93ZZ",1,"Repair Right Testis, Percutaneous Approach","Repair Right Testis, Percutaneous Approach"
"0VQ94ZZ",1,"Repair Right Testis, Percutaneous Endoscopic Approach","Repair Right Testis, Percutaneous Endoscopic Approach"
"0VQB0ZZ",1,"Repair Left Testis, Open Approach","Repair Left Testis, Open Approach"
"0VQB3ZZ",1,"Repair Left Testis, Percutaneous Approach","Repair Left Testis, Percutaneous Approach"
"0VQB4ZZ",1,"Repair Left Testis, Percutaneous Endoscopic Approach","Repair Left Testis, Percutaneous Endoscopic Approach"
"0VQC0ZZ",1,"Repair Bilateral Testes, Open Approach","Repair Bilateral Testes, Open Approach"
"0VQC3ZZ",1,"Repair Bilateral Testes, Percutaneous Approach","Repair Bilateral Testes, Percutaneous Approach"
"0VQC4ZZ",1,"Repair Bilateral Testes, Percutaneous Endoscopic Approach","Repair Bilateral Testes, Percutaneous Endoscopic Approach"
"0VQF0ZZ",1,"Repair Right Spermatic Cord, Open Approach","Repair Right Spermatic Cord, Open Approach"
"0VQF3ZZ",1,"Repair Right Spermatic Cord, Percutaneous Approach","Repair Right Spermatic Cord, Percutaneous Approach"
"0VQF4ZZ",1,"Repair Right Spermatic Cord, Perc Endo Approach","Repair Right Spermatic Cord, Percutaneous Endoscopic Approach"
"0VQF8ZZ",1,"Repair Right Spermatic Cord, Endo","Repair Right Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
"0VQG0ZZ",1,"Repair Left Spermatic Cord, Open Approach","Repair Left Spermatic Cord, Open Approach"
"0VQG3ZZ",1,"Repair Left Spermatic Cord, Percutaneous Approach","Repair Left Spermatic Cord, Percutaneous Approach"
"0VQG4ZZ",1,"Repair Left Spermatic Cord, Percutaneous Endoscopic Approach","Repair Left Spermatic Cord, Percutaneous Endoscopic Approach"
"0VQG8ZZ",1,"Repair Left Spermatic Cord, Endo","Repair Left Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
"0VQH0ZZ",1,"Repair Bilateral Spermatic Cords, Open Approach","Repair Bilateral Spermatic Cords, Open Approach"
"0VQH3ZZ",1,"Repair Bilateral Spermatic Cords, Percutaneous Approach","Repair Bilateral Spermatic Cords, Percutaneous Approach"
"0VQH4ZZ",1,"Repair Bilateral Spermatic Cords, Perc Endo Approach","Repair Bilateral Spermatic Cords, Percutaneous Endoscopic Approach"
"0VQH8ZZ",1,"Repair Bilateral Spermatic Cords, Endo","Repair Bilateral Spermatic Cords, Via Natural or Artificial Opening Endoscopic"
"0VQJ0ZZ",1,"Repair Right Epididymis, Open Approach","Repair Right Epididymis, Open Approach"
"0VQJ3ZZ",1,"Repair Right Epididymis, Percutaneous Approach","Repair Right Epididymis, Percutaneous Approach"
"0VQJ4ZZ",1,"Repair Right Epididymis, Percutaneous Endoscopic Approach","Repair Right Epididymis, Percutaneous Endoscopic Approach"
"0VQJ8ZZ",1,"Repair Right Epididymis, Endo","Repair Right Epididymis, Via Natural or Artificial Opening Endoscopic"
"0VQK0ZZ",1,"Repair Left Epididymis, Open Approach","Repair Left Epididymis, Open Approach"
"0VQK3ZZ",1,"Repair Left Epididymis, Percutaneous Approach","Repair Left Epididymis, Percutaneous Approach"
"0VQK4ZZ",1,"Repair Left Epididymis, Percutaneous Endoscopic Approach","Repair Left Epididymis, Percutaneous Endoscopic Approach"
"0VQK8ZZ",1,"Repair Left Epididymis, Endo","Repair Left Epididymis, Via Natural or Artificial Opening Endoscopic"
"0VQL0ZZ",1,"Repair Bilateral Epididymis, Open Approach","Repair Bilateral Epididymis, Open Approach"
"0VQL3ZZ",1,"Repair Bilateral Epididymis, Percutaneous Approach","Repair Bilateral Epididymis, Percutaneous Approach"
"0VQL4ZZ",1,"Repair Bilateral Epididymis, Perc Endo Approach","Repair Bilateral Epididymis, Percutaneous Endoscopic Approach"
"0VQL8ZZ",1,"Repair Bilateral Epididymis, Endo","Repair Bilateral Epididymis, Via Natural or Artificial Opening Endoscopic"
"0VQN0ZZ",1,"Repair Right Vas Deferens, Open Approach","Repair Right Vas Deferens, Open Approach"
"0VQN3ZZ",1,"Repair Right Vas Deferens, Percutaneous Approach","Repair Right Vas Deferens, Percutaneous Approach"
"0VQN4ZZ",1,"Repair Right Vas Deferens, Percutaneous Endoscopic Approach","Repair Right Vas Deferens, Percutaneous Endoscopic Approach"
"0VQN8ZZ",1,"Repair Right Vas Deferens, Endo","Repair Right Vas Deferens, Via Natural or Artificial Opening Endoscopic"
"0VQP0ZZ",1,"Repair Left Vas Deferens, Open Approach","Repair Left Vas Deferens, Open Approach"
"0VQP3ZZ",1,"Repair Left Vas Deferens, Percutaneous Approach","Repair Left Vas Deferens, Percutaneous Approach"
"0VQP4ZZ",1,"Repair Left Vas Deferens, Percutaneous Endoscopic Approach","Repair Left Vas Deferens, Percutaneous Endoscopic Approach"
"0VQP8ZZ",1,"Repair Left Vas Deferens, Endo","Repair Left Vas Deferens, Via Natural or Artificial Opening Endoscopic"
"0VQQ0ZZ",1,"Repair Bilateral Vas Deferens, Open Approach","Repair Bilateral Vas Deferens, Open Approach"
"0VQQ3ZZ",1,"Repair Bilateral Vas Deferens, Percutaneous Approach","Repair Bilateral Vas Deferens, Percutaneous Approach"
"0VQQ4ZZ",1,"Repair Bilateral Vas Deferens, Perc Endo Approach","Repair Bilateral Vas Deferens, Percutaneous Endoscopic Approach"
"0VQQ8ZZ",1,"Repair Bilateral Vas Deferens, Endo","Repair Bilateral Vas Deferens, Via Natural or Artificial Opening Endoscopic"
"0VQS0ZZ",1,"Repair Penis, Open Approach","Repair Penis, Open Approach"
"0VQS3ZZ",1,"Repair Penis, Percutaneous Approach","Repair Penis, Percutaneous Approach"
"0VQS4ZZ",1,"Repair Penis, Percutaneous Endoscopic Approach","Repair Penis, Percutaneous Endoscopic Approach"
"0VQSXZZ",1,"Repair Penis, External Approach","Repair Penis, External Approach"
"0VQT0ZZ",1,"Repair Prepuce, Open Approach","Repair Prepuce, Open Approach"
"0VQT3ZZ",1,"Repair Prepuce, Percutaneous Approach","Repair Prepuce, Percutaneous Approach"
"0VQT4ZZ",1,"Repair Prepuce, Percutaneous Endoscopic Approach","Repair Prepuce, Percutaneous Endoscopic Approach"
"0VQTXZZ",1,"Repair Prepuce, External Approach","Repair Prepuce, External Approach"
"0VR",0,"Male Reproductive System, Replacement","Male Reproductive System, Replacement"
"0VR90JZ",1,"Replacement of Right Testis with Synth Sub, Open Approach","Replacement of Right Testis with Synthetic Substitute, Open Approach"
"0VRB0JZ",1,"Replacement of Left Testis with Synth Sub, Open Approach","Replacement of Left Testis with Synthetic Substitute, Open Approach"
"0VRC0JZ",1,"Replacement of Bi Testis with Synth Sub, Open Approach","Replacement of Bilateral Testes with Synthetic Substitute, Open Approach"
"0VS",0,"Male Reproductive System, Reposition","Male Reproductive System, Reposition"
"0VS90ZZ",1,"Reposition Right Testis, Open Approach","Reposition Right Testis, Open Approach"
"0VS93ZZ",1,"Reposition Right Testis, Percutaneous Approach","Reposition Right Testis, Percutaneous Approach"
"0VS94ZZ",1,"Reposition Right Testis, Percutaneous Endoscopic Approach","Reposition Right Testis, Percutaneous Endoscopic Approach"
"0VS98ZZ",1,"Reposition Right Testis, Endo","Reposition Right Testis, Via Natural or Artificial Opening Endoscopic"
"0VSB0ZZ",1,"Reposition Left Testis, Open Approach","Reposition Left Testis, Open Approach"
"0VSB3ZZ",1,"Reposition Left Testis, Percutaneous Approach","Reposition Left Testis, Percutaneous Approach"
"0VSB4ZZ",1,"Reposition Left Testis, Percutaneous Endoscopic Approach","Reposition Left Testis, Percutaneous Endoscopic Approach"
"0VSB8ZZ",1,"Reposition Left Testis, Endo","Reposition Left Testis, Via Natural or Artificial Opening Endoscopic"
"0VSC0ZZ",1,"Reposition Bilateral Testes, Open Approach","Reposition Bilateral Testes, Open Approach"
"0VSC3ZZ",1,"Reposition Bilateral Testes, Percutaneous Approach","Reposition Bilateral Testes, Percutaneous Approach"
"0VSC4ZZ",1,"Reposition Bilateral Testes, Perc Endo Approach","Reposition Bilateral Testes, Percutaneous Endoscopic Approach"
"0VSC8ZZ",1,"Reposition Bilateral Testes, Endo","Reposition Bilateral Testes, Via Natural or Artificial Opening Endoscopic"
"0VSF0ZZ",1,"Reposition Right Spermatic Cord, Open Approach","Reposition Right Spermatic Cord, Open Approach"
"0VSF3ZZ",1,"Reposition Right Spermatic Cord, Percutaneous Approach","Reposition Right Spermatic Cord, Percutaneous Approach"
"0VSF4ZZ",1,"Reposition Right Spermatic Cord, Perc Endo Approach","Reposition Right Spermatic Cord, Percutaneous Endoscopic Approach"
"0VSF8ZZ",1,"Reposition Right Spermatic Cord, Endo","Reposition Right Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
"0VSG0ZZ",1,"Reposition Left Spermatic Cord, Open Approach","Reposition Left Spermatic Cord, Open Approach"
"0VSG3ZZ",1,"Reposition Left Spermatic Cord, Percutaneous Approach","Reposition Left Spermatic Cord, Percutaneous Approach"
"0VSG4ZZ",1,"Reposition Left Spermatic Cord, Perc Endo Approach","Reposition Left Spermatic Cord, Percutaneous Endoscopic Approach"
"0VSG8ZZ",1,"Reposition Left Spermatic Cord, Endo","Reposition Left Spermatic Cord, Via Natural or Artificial Opening Endoscopic"
"0VSH0ZZ",1,"Reposition Bilateral Spermatic Cords, Open Approach","Reposition Bilateral Spermatic Cords, Open Approach"
"0VSH3ZZ",1,"Reposition Bilateral Spermatic Cords, Percutaneous Approach","Reposition Bilateral Spermatic Cords, Percutaneous Approach"
"0VSH4ZZ",1,"Reposition Bilateral Spermatic Cords, Perc Endo Approach","Reposition Bilateral Spermatic Cords, Percutaneous Endoscopic Approach"
"0VSH8ZZ",1,"Reposition Bilateral Spermatic Cords, Endo","Reposition Bilateral Spermatic Cords, Via Natural or Artificial Opening Endoscopic"
"0VT",0,"Male Reproductive System, Resection","Male Reproductive System, Resection"
"0VT00ZZ",1,"Resection of Prostate, Open Approach","Resection of Prostate, Open Approach"
"0VT04ZZ",1,"Resection of Prostate, Percutaneous Endoscopic Approach","Resection of Prostate, Percutaneous Endoscopic Approach"
"0VT07ZZ",1,"Resection of Prostate, Via Natural or Artificial Opening","Resection of Prostate, Via Natural or Artificial Opening"
"0VT08ZZ",1,"Resection of Prostate, Endo","Resection of Prostate, Via Natural or Artificial Opening Endoscopic"
"0VT10ZZ",1,"Resection of Right Seminal Vesicle, Open Approach","Resection of Right Seminal Vesicle, Open Approach"
"0VT14ZZ",1,"Resection of Right Seminal Vesicle, Perc Endo Approach","Resection of Right Seminal Vesicle, Percutaneous Endoscopic Approach"
"0VT20ZZ",1,"Resection of Left Seminal Vesicle, Open Approach","Resection of Left Seminal Vesicle, Open Approach"
